"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-05","2012","07","05","","26.5","","16.0","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-06","2012","07","06","","29.0","","12.5","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-07","2012","07","07","","28.0","","19.5","","23.8","","0.0","","5.8","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-08","2012","07","08","","24.0","","11.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-09","2012","07","09","","24.5","","7.5","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-10","2012","07","10","","26.0","","8.5","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-11","2012","07","11","","28.0","","7.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-12","2012","07","12","","31.0","","10.0","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-13","2012","07","13","","33.5","","13.0","","23.3","","0.0","","5.3","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-14","2012","07","14","","35.0","","15.5","","25.3","","0.0","","7.3","","1.5","","0.0","","1.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-15","2012","07","15","","32.0","","","M","","M","","M","","M","1.2","","0.0","","1.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-16","2012","07","16","","29.0","","18.0","","23.5","","0.0","","5.5","","13.0","","0.0","","13.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-17","2012","07","17","","23.0","","17.0","","20.0","","0.0","","2.0","","1.8","","0.0","","1.8","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-18","2012","07","18","","23.0","","15.5","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-19","2012","07","19","","23.0","","8.0","","15.5","","2.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-20","2012","07","20","","26.0","","10.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-21","2012","07","21","","27.0","","10.0","","18.5","","0.0","","0.5","","0.0","T","0.0","","0.0","T","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-22","2012","07","22","","","M","15.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-23","2012","07","23","","30.5","","16.0","","23.3","","0.0","","5.3","","12.8","","0.0","","12.8","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-24","2012","07","24","","24.0","","16.5","","20.3","","0.0","","2.3","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-25","2012","07","25","","26.0","","10.5","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-26","2012","07","26","","22.0","","16.0","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-27","2012","07","27","","28.0","","14.5","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-28","2012","07","28","","28.0","","12.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-29","2012","07","29","","30.0","","12.0","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-30","2012","07","30","","30.0","","12.5","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-07-31","2012","07","31","","30.5","","13.0","","21.8","","0.0","","3.8","","3.0","","0.0","","3.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-01","2012","08","01","","26.0","","17.5","","21.8","","0.0","","3.8","","2.2","","0.0","","2.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-02","2012","08","02","","30.5","","16.5","","23.5","","0.0","","5.5","","0.2","","0.0","","0.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-03","2012","08","03","","28.0","","16.0","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-04","2012","08","04","","31.0","","12.5","","21.8","","0.0","","3.8","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-05","2012","08","05","","27.0","","18.0","","22.5","","0.0","","4.5","","28.2","","0.0","","28.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-06","2012","08","06","","24.0","","12.5","","18.3","","0.0","","0.3","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-07","2012","08","07","","26.0","","10.0","","18.0","","0.0","","0.0","","17.1","","0.0","","17.1","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-08","2012","08","08","","26.5","","14.0","","20.3","","0.0","","2.3","","4.5","","0.0","","4.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-09","2012","08","09","","23.0","","16.0","","19.5","","0.0","","1.5","","6.6","","0.0","","6.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-10","2012","08","10","","17.5","","16.0","","16.8","","1.2","","0.0","","4.3","","0.0","","4.3","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-11","2012","08","11","","23.0","","15.0","","19.0","","0.0","","1.0","","11.5","","0.0","","11.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-12","2012","08","12","","25.0","","17.5","","21.3","","0.0","","3.3","","0.4","","0.0","","0.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-13","2012","08","13","","27.0","","14.5","","20.8","","0.0","","2.8","","0.6","","0.0","","0.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-14","2012","08","14","","25.0","","14.0","","19.5","","0.0","","1.5","","3.4","","0.0","","3.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-15","2012","08","15","","25.0","","17.5","","21.3","","0.0","","3.3","","2.4","","0.0","","2.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-16","2012","08","16","","26.0","","13.5","","19.8","","0.0","","1.8","","0.2","","0.0","","0.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-17","2012","08","17","","24.0","","14.5","","19.3","","0.0","","1.3","","1.2","","0.0","","1.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-18","2012","08","18","","22.5","","9.0","","15.8","","2.2","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-19","2012","08","19","","24.0","","7.5","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-20","2012","08","20","","24.5","","9.5","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-21","2012","08","21","","23.0","","7.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-22","2012","08","22","","25.0","","10.0","","17.5","","0.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-23","2012","08","23","","27.0","","12.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-24","2012","08","24","","","M","9.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-25","2012","08","25","","29.0","","14.5","","21.8","","0.0","","3.8","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-26","2012","08","26","","30.0","","13.5","","21.8","","0.0","","3.8","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-27","2012","08","27","","25.0","","15.0","","20.0","","0.0","","2.0","","1.3","","0.0","","1.3","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-28","2012","08","28","","21.5","","15.5","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-29","2012","08","29","","25.0","","5.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-30","2012","08","30","","28.0","","9.5","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-08-31","2012","08","31","","28.0","","20.0","","24.0","","0.0","","6.0","","4.1","","0.0","","4.1","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-01","2012","09","01","","24.0","","12.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-02","2012","09","02","","24.0","","6.5","","15.3","","2.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-03","2012","09","03","","25.0","","7.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-04","2012","09","04","","25.0","","11.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-05","2012","09","05","","28.5","","17.0","","22.8","","0.0","","4.8","","2.0","","0.0","","2.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-06","2012","09","06","","25.0","","14.0","","19.5","","0.0","","1.5","","1.6","","0.0","","1.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-07","2012","09","07","","25.0","","10.0","","17.5","","0.5","","0.0","","23.4","","0.0","","23.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-08","2012","09","08","","23.0","","15.0","","19.0","","0.0","","1.0","","18.1","","0.0","","18.1","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-09","2012","09","09","","15.0","","8.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-10","2012","09","10","","17.0","","7.0","","12.0","","6.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-11","2012","09","11","","21.5","","2.0","","11.8","","6.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-12","2012","09","12","","25.0","","6.5","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-13","2012","09","13","","27.0","","8.5","","17.8","","0.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-14","2012","09","14","","24.0","","11.0","","17.5","","0.5","","0.0","","22.6","","0.0","","22.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-15","2012","09","15","","15.0","","9.5","","12.3","","5.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-16","2012","09","16","","17.0","","-0.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-17","2012","09","17","","21.5","","3.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-18","2012","09","18","","18.0","","8.0","","13.0","","5.0","","0.0","","32.7","","0.0","","32.7","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-19","2012","09","19","","14.0","","6.5","","10.3","","7.7","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-20","2012","09","20","","17.0","","0.0","","8.5","","9.5","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-21","2012","09","21","","14.0","","5.5","","9.8","","8.2","","0.0","","10.9","","0.0","","10.9","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-22","2012","09","22","","17.0","","12.0","","14.5","","3.5","","0.0","","0.7","","0.0","","0.7","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-23","2012","09","23","","15.0","","7.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-24","2012","09","24","","14.5","","0.0","","7.3","","10.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-25","2012","09","25","","16.0","","7.5","","11.8","","6.2","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-26","2012","09","26","","17.0","","6.5","","11.8","","6.2","","0.0","","0.3","","0.0","","0.3","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-27","2012","09","27","","15.0","","-0.5","","7.3","","10.7","","0.0","","0.3","","0.0","","0.3","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-28","2012","09","28","","16.0","","0.0","","8.0","","10.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-29","2012","09","29","","13.0","","2.0","","7.5","","10.5","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-09-30","2012","09","30","","11.5","","9.0","","10.3","","7.7","","0.0","","29.3","","0.0","","29.3","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-01","2012","10","01","","16.0","","10.0","","13.0","","5.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-02","2012","10","02","","19.0","","3.0","","11.0","","7.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-03","2012","10","03","","20.0","","4.0","","12.0","","6.0","","0.0","","2.5","","0.0","","2.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-04","2012","10","04","","13.0","","10.5","","11.8","","6.2","","0.0","","0.9","","0.0","","0.9","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-05","2012","10","05","","17.0","","11.5","","14.3","","3.7","","0.0","","8.7","","0.0","","8.7","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-06","2012","10","06","","13.0","","6.0","","9.5","","8.5","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-07","2012","10","07","","9.0","","0.0","","4.5","","13.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-08","2012","10","08","","12.0","","-3.0","","4.5","","13.5","","0.0","","0.3","","0.0","","0.3","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-09","2012","10","09","","13.5","","-2.0","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-10","2012","10","10","","12.0","","2.5","","7.3","","10.7","","0.0","","8.5","","0.0","","8.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-11","2012","10","11","","9.0","","-0.5","","4.3","","13.7","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-12","2012","10","12","","5.0","","0.5","","2.8","","15.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-13","2012","10","13","","9.0","","-6.0","","1.5","","16.5","","0.0","","5.6","","0.8","","6.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-14","2012","10","14","","8.5","","0.0","","4.3","","13.7","","0.0","","21.3","","0.0","","21.3","","0","T","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-15","2012","10","15","","16.0","","4.5","","10.3","","7.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-16","2012","10","16","","8.5","","3.0","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-17","2012","10","17","","12.0","","-3.5","","4.3","","13.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-18","2012","10","18","","17.5","","3.5","","10.5","","7.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-19","2012","10","19","","12.0","","4.0","","8.0","","10.0","","0.0","","42.4","","0.0","","42.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-20","2012","10","20","","16.0","","11.0","","13.5","","4.5","","0.0","","3.1","","0.0","","3.1","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-21","2012","10","21","","11.0","","2.5","","6.8","","11.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-22","2012","10","22","","12.0","","7.5","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-23","2012","10","23","","12.5","","1.0","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-24","2012","10","24","","12.0","","-2.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-25","2012","10","25","","11.5","","1.0","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-26","2012","10","26","","17.5","","2.5","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-27","2012","10","27","","15.0","","8.0","","11.5","","6.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-28","2012","10","28","","12.5","","8.5","","10.5","","7.5","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-29","2012","10","29","","15.0","","8.0","","11.5","","6.5","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-30","2012","10","30","","18.0","","","M","","M","","M","","M","17.6","","0.0","","17.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-10-31","2012","10","31","","16.0","","10.0","","13.0","","5.0","","0.0","","6.5","","0.0","","6.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-01","2012","11","01","","6.5","","5.0","","5.8","","12.2","","0.0","","4.6","","0.0","","4.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-02","2012","11","02","","7.5","","4.0","","5.8","","12.2","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-03","2012","11","03","","5.0","","3.0","","4.0","","14.0","","0.0","","0.7","","0.0","","0.7","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-04","2012","11","04","","3.5","","0.5","","2.0","","16.0","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-05","2012","11","05","","0.5","","-2.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-06","2012","11","06","","3.0","","-8.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-07","2012","11","07","","3.5","","-9.5","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-08","2012","11","08","","4.5","","-5.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-09","2012","11","09","","7.0","","-3.5","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-10","2012","11","10","","5.0","","-3.5","","0.8","","17.2","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-11","2012","11","11","","2.0","","-6.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-12","2012","11","12","","15.0","","-4.5","","5.3","","12.7","","0.0","","2.3","","0.0","","2.3","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-13","2012","11","13","","5.5","","-2.0","","1.8","","16.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-14","2012","11","14","","","M","-7.0","","","M","","M","","M","0.0","","0.0","E","0.0","E","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-15","2012","11","15","","1.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-16","2012","11","16","","","M","-9.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-17","2012","11","17","","2.0","","-9.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-18","2012","11","18","","4.0","","-11.5","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-19","2012","11","19","","6.0","","-10.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-20","2012","11","20","","8.0","","-9.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-21","2012","11","21","","10.0","","-3.5","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-22","2012","11","22","","6.5","","-6.0","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-23","2012","11","23","","10.0","","-4.0","","3.0","","15.0","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-24","2012","11","24","","2.0","","-2.0","","0.0","","18.0","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-25","2012","11","25","","","M","-5.0","","","M","","M","","M","0.0","","0.0","E","0.0","E","0","T","","","",""
