"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-01","2011","04","01","","5.0","","-5.0","","0.0","","18.0","","0.0","","0.6","","0.0","T","0.6","","48","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-02","2011","04","02","","","M","-3.0","","","M","","M","","M","0.0","","0.0","","0.0","","45","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-03","2011","04","03","","8.0","","-2.5","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-04","2011","04","04","","3.5","","-5.0","","-0.8","","18.8","","0.0","","9.2","","0.0","","9.2","","40","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-05","2011","04","05","","6.0","","0.5","","3.3","","14.7","","0.0","","0.6","","0.0","","0.6","","38","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-06","2011","04","06","","3.0","","-4.5","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-07","2011","04","07","","6.0","","-8.5","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-08","2011","04","08","","10.0","","-9.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-09","2011","04","09","","","M","-4.5","","","M","","M","","M","0.0","","0.0","","0.0","","33","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-10","2011","04","10","","13.0","","-3.5","","4.8","","13.2","","0.0","","6.0","","0.0","","6.0","","30","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-11","2011","04","11","","11.0","","3.0","","7.0","","11.0","","0.0","","1.5","","0.0","","1.5","","22","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-12","2011","04","12","","13.0","","2.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-13","2011","04","13","","8.0","","-4.0","","2.0","","16.0","","0.0","","5.7","","0.0","","5.7","","14","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-14","2011","04","14","","6.0","","-0.5","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-15","2011","04","15","","3.5","","-8.0","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-16","2011","04","16","","2.5","","-7.5","","-2.5","","20.5","","0.0","","12.7","","12.0","","24.7","","3","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-17","2011","04","17","","8.5","","-1.0","","3.8","","14.2","","0.0","","2.4","","0.6","","3.0","","13","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-18","2011","04","18","","4.0","","-1.5","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-19","2011","04","19","","","M","-5.5","","","M","","M","","M","0.0","","1.2","","1.2","","9","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-20","2011","04","20","","-1.0","","-3.0","","-2.0","","20.0","","0.0","","0.0","","8.8","","8.8","","7","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-21","2011","04","21","","6.5","","-2.0","","2.3","","15.7","","0.0","","0.0","","0.0","T","0.0","T","16","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-22","2011","04","22","","11.5","","-3.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-23","2011","04","23","","6.0","","-4.0","","1.0","","17.0","","0.0","","10.0","","0.0","","10.0","","10","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-24","2011","04","24","","13.0","","0.5","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-25","2011","04","25","","16.0","","-2.5","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-26","2011","04","26","","12.0","","-1.0","","5.5","","12.5","","0.0","","11.7","","0.0","","11.7","","4","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-27","2011","04","27","","10.0","","4.0","","7.0","","11.0","","0.0","","5.2","","0.0","","5.2","","3","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-28","2011","04","28","","20.0","","5.0","","12.5","","5.5","","0.0","","4.0","","0.0","","4.0","","2","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-29","2011","04","29","","13.0","","5.0","","9.0","","9.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-04-30","2011","04","30","","18.5","","-1.0","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-01","2011","05","01","","19.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-02","2011","05","02","","16.0","","5.5","","10.8","","7.2","","0.0","","6.2","","0.0","","6.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-03","2011","05","03","","11.0","","6.0","","8.5","","9.5","","0.0","","14.6","","0.0","","14.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-04","2011","05","04","","7.5","","3.5","","5.5","","12.5","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-05","2011","05","05","","6.0","","3.0","","4.5","","13.5","","0.0","","4.8","","0.0","","4.8","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-06","2011","05","06","","12.0","","1.5","","6.8","","11.2","","0.0","","6.5","","0.0","","6.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-07","2011","05","07","","10.0","","3.5","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-08","2011","05","08","","15.0","","1.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-09","2011","05","09","","18.5","","5.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-10","2011","05","10","","","M","-1.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-11","2011","05","11","","","M","6.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-12","2011","05","12","","20.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-13","2011","05","13","","21.0","","5.0","","13.0","","5.0","","0.0","","13.1","","0.0","","13.1","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-14","2011","05","14","","13.0","","10.0","","11.5","","6.5","","0.0","","3.9","","0.0","","3.9","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-15","2011","05","15","","13.0","","7.0","","10.0","","8.0","","0.0","","2.5","","0.0","","2.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-16","2011","05","16","","6.0","","4.0","","5.0","","13.0","","0.0","","8.2","","0.0","","8.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-17","2011","05","17","","11.0","","3.5","","7.3","","10.7","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-18","2011","05","18","","17.5","","7.0","","12.3","","5.7","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-19","2011","05","19","","19.0","","13.0","","16.0","","2.0","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-20","2011","05","20","","26.0","","12.5","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-21","2011","05","21","","22.5","","13.5","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2011-05-22","2011","05","22","","20.0","","9.0","","14.5","","3.5","","0.0","","10.6","","0.0","","10.6","","0","","","","",""
