"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-01-24","2010","01","24","","2.0","","-14.5","","-6.3","","24.3","","0.0","","20.0","","0.0","","20.0","","41","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-01-25","2010","01","25","","5.5","","-4.0","","0.8","","17.2","","0.0","","45.6","","1.2","","46.8","","40","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-01-26","2010","01","26","","1.0","","0.0","","0.5","","17.5","","0.0","","1.6","","1.0","","2.6","","34","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-01-27","2010","01","27","","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","","M","","M","34","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-01-28","2010","01","28","","-3.5","","-10.0","","-6.8","","24.8","","0.0","","0.0","","2.2","","2.2","","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-01-29","2010","01","29","","-15.0","","-21.0","","-18.0","","36.0","","0.0","","0.0","","0.0","","0.0","","43","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-01-30","2010","01","30","","-12.0","","-23.0","","-17.5","","35.5","","0.0","","0.0","","0.0","","0.0","","41","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-01-31","2010","01","31","","-8.0","","-26.5","","-17.3","","35.3","","0.0","","0.0","","0.5","","0.5","","41","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-01","2010","02","01","","-9.0","","-21.5","","-15.3","","33.3","","0.0","","0.0","","0.0","T","0.0","T","41","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-02","2010","02","02","","-11.0","","-27.0","","-19.0","","37.0","","0.0","","0.0","","0.0","","0.0","","41","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-03","2010","02","03","","","M","-24.5","","","M","","M","","M","0.0","","0.0","","0.0","","40","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-04","2010","02","04","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-05","2010","02","05","","-5.0","","-24.5","","-14.8","","32.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-06","2010","02","06","","-7.5","","-16.5","","-12.0","","30.0","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-07","2010","02","07","","-4.5","","-13.0","","-8.8","","26.8","","0.0","","0.0","","0.0","T","0.0","T","40","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-08","2010","02","08","","-4.0","","-11.0","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","39","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-09","2010","02","09","","1.0","","-8.5","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-10","2010","02","10","","2.5","","-12.0","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-11","2010","02","11","","-1.0","","-10.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-12","2010","02","12","","-4.0","","-9.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-13","2010","02","13","","-2.0","","-8.5","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-14","2010","02","14","","-3.0","","-8.5","","-5.8","","23.8","","0.0","","0.0","","3.0","","3.0","","38","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-15","2010","02","15","","1.0","","-8.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","41","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-16","2010","02","16","","1.0","","-7.0","","-3.0","","21.0","","0.0","","0.0","","2.0","","2.0","","40","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-17","2010","02","17","","2.0","","-7.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-18","2010","02","18","","1.5","","-2.0","","-0.3","","18.3","","0.0","","0.0","","0.4","","0.4","","40","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-19","2010","02","19","","1.0","","-6.5","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-20","2010","02","20","","2.0","","-4.0","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","T","39","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-21","2010","02","21","","1.0","","-8.5","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-22","2010","02","22","","5.5","","-5.0","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-23","2010","02","23","","2.0","","-3.5","","-0.8","","18.8","","0.0","","0.4","","10.4","","10.8","","38","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-24","2010","02","24","","1.0","","-1.5","","-0.3","","18.3","","0.0","","2.2","","32.0","","34.2","","48","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-25","2010","02","25","","2.5","","-1.0","","0.8","","17.2","","0.0","","1.0","","7.8","","8.8","","72","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-26","2010","02","26","","3.5","","-1.0","","1.3","","16.7","","0.0","","3.0","","2.0","","5.0","","73","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-27","2010","02","27","","4.5","","0.0","","2.3","","15.7","","0.0","","0.8","","6.0","","6.8","","66","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-02-28","2010","02","28","","4.0","","-0.5","","1.8","","16.2","","0.0","","2.8","","0.0","","2.8","","64","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-01","2010","03","01","","5.5","","0.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","56","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-02","2010","03","02","","7.0","","-4.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","53","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-03","2010","03","03","","4.0","","-7.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","53","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-04","2010","03","04","","5.0","","-5.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","52","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-05","2010","03","05","","6.0","","-8.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","51","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-06","2010","03","06","","10.0","","-7.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","51","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-07","2010","03","07","","9.0","","-6.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","50","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-08","2010","03","08","","7.0","","-4.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","49","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-09","2010","03","09","","3.5","","-6.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","49","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-10","2010","03","10","","6.5","","-12.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","49","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-11","2010","03","11","","8.0","","-8.5","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","48","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-12","2010","03","12","","9.0","","-3.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","47","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-13","2010","03","13","","9.0","","-1.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","46","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-14","2010","03","14","","8.5","","1.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","45","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-15","2010","03","15","","13.0","","0.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-16","2010","03","16","","16.0","","-6.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","41","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-17","2010","03","17","","14.0","","-4.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-18","2010","03","18","","12.0","","-2.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-19","2010","03","19","","13.0","","0.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-20","2010","03","20","","6.5","","1.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-21","2010","03","21","","4.5","","-6.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-22","2010","03","22","","8.5","","-8.5","","0.0","","18.0","","0.0","","0.0","","1.0","","1.0","","30","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-23","2010","03","23","","4.5","","-2.5","","1.0","","17.0","","0.0","","0.0","","8.4","","8.4","","28","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-24","2010","03","24","","9.0","","-3.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-25","2010","03","25","","12.5","","-6.5","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-26","2010","03","26","","-4.0","","-15.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-27","2010","03","27","","-1.5","","-16.0","","-8.8","","26.8","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-28","2010","03","28","","5.5","","-7.0","","-0.8","","18.8","","0.0","","0.0","","5.6","","5.6","","26","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-29","2010","03","29","","5.0","","-4.0","","0.5","","17.5","","0.0","","4.0","","0.0","","4.0","","30","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-30","2010","03","30","","8.5","","-2.0","","3.3","","14.7","","0.0","","2.0","","0.0","","2.0","","27","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-03-31","2010","03","31","","15.0","","3.5","","9.3","","8.7","","0.0","","0.0","T","0.0","","0.0","T","20","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-01","2010","04","01","","13.0","","1.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-02","2010","04","02","","22.0","","-1.5","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-03","2010","04","03","","25.0","","-5.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-04","2010","04","04","","19.0","","5.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-05","2010","04","05","","15.0","","-1.0","","7.0","","11.0","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-06","2010","04","06","","16.0","","2.5","","9.3","","8.7","","0.0","","7.0","","0.0","","7.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-07","2010","04","07","","14.0","","8.0","","11.0","","7.0","","0.0","","1.7","","0.0","","1.7","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-08","2010","04","08","","7.0","","0.0","","3.5","","14.5","","0.0","","15.0","","0.0","","15.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-09","2010","04","09","","10.0","","4.0","","7.0","","11.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-10","2010","04","10","","10.0","","-0.5","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-11","2010","04","11","","12.5","","1.0","","6.8","","11.2","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-12","2010","04","12","","","M","-2.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-13","2010","04","13","","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-14","2010","04","14","","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-15","2010","04","15","","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-16","2010","04","16","","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-17","2010","04","17","","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-18","2010","04","18","","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-19","2010","04","19","","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-20","2010","04","20","","18.8","E","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-21","2010","04","21","","16.0","","1.5","","8.8","","9.2","","0.0","","3.1","","0.0","","3.1","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-22","2010","04","22","","11.0","","3.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-23","2010","04","23","","15.5","","4.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-24","2010","04","24","","18.0","","-2.0","","8.0","","10.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-25","2010","04","25","","18.0","","3.0","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-26","2010","04","26","","17.5","","1.0","","9.3","","8.7","","0.0","","0.6","","2.0","","2.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-27","2010","04","27","","4.5","","0.0","","2.3","","15.7","","0.0","","7.6","","11.0","","18.6","","0","T","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-28","2010","04","28","","14.5","","0.5","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-29","2010","04","29","","13.0","","1.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-04-30","2010","04","30","","20.0","","-0.5","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-01","2010","05","01","","17.0","","1.0","","9.0","","9.0","","0.0","","2.5","","0.0","","2.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-02","2010","05","02","","24.0","","8.0","","16.0","","2.0","","0.0","","1.7","","0.0","","1.7","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-03","2010","05","03","","23.0","","16.0","","19.5","","0.0","","1.5","","1.6","","0.0","","1.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-04","2010","05","04","","23.0","","5.5","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-05","2010","05","05","","19.0","","5.0","","12.0","","6.0","","0.0","","2.5","","0.0","","2.5","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-06","2010","05","06","","19.0","","9.0","","14.0","","4.0","","0.0","","2.8","","0.0","","2.8","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-07","2010","05","07","","13.0","","3.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-08","2010","05","08","","6.0","","2.0","","4.0","","14.0","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-09","2010","05","09","","6.0","","2.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-10","2010","05","10","","8.0","","-1.5","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-11","2010","05","11","","14.0","","-4.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-12","2010","05","12","","14.0","","0.0","","7.0","","11.0","","0.0","","","M","0.0","","","M","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-13","2010","05","13","","19.5","","-0.7","E","9.4","E","8.6","E","0.0","E","0.0","","0.0","","0.0","","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-14","2010","05","14","","16.0","E","6.0","","11.0","E","7.0","E","0.0","E","3.8","","0.0","","3.8","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-15","2010","05","15","","18.0","","7.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-16","2010","05","16","","22.0","","4.5","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-17","2010","05","17","","26.0","","2.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-18","2010","05","18","","26.4","E","3.5","","15.0","E","3.0","E","0.0","E","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-19","2010","05","19","","23.0","","6.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2010-05-20","2010","05","20","","25.0","","7.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
